target,window,seed,best_epoch,val_loss,test_loss,top1,top5
RN50__layer3__fov,300_400,3,20,6.9302,3.9525,0.085,0.32
RN50__layer3__fov,300_400,4,17,6.9885,3.9659,0.115,0.3
RN50__layer3__fov,400_500,0,9,7.3686,4.7037,0.04,0.165
RN50__layer3__fov,400_500,1,10,7.3846,4.7057,0.035,0.145
RN50__layer3__fov,400_500,2,9,7.3782,4.7414,0.025,0.135
RN50__layer3__fov,400_500,3,10,7.3411,4.7327,0.03,0.145
RN50__layer3__fov,400_500,4,6,7.3935,4.8667,0.035,0.13
RN50__layer3__fov,500_600,0,4,7.4965,5.2466,0.015,0.04
RN50__layer3__fov,500_600,1,3,7.5054,5.245,0.01,0.04
RN50__layer3__fov,500_600,2,3,7.498,5.2513,0.0,0.015
RN50__layer3__fov,500_600,3,3,7.4805,5.2862,0.0,0.035
RN50__layer3__fov,500_600,4,3,7.4939,5.2587,0.0,0.025
RN50__layer3__fov,600_700,0,2,7.5062,5.3113,0.0,0.02
RN50__layer3__fov,600_700,1,2,7.5047,5.2982,0.0,0.02
RN50__layer3__fov,600_700,2,2,7.5137,5.3019,0.005,0.03
RN50__layer3__fov,600_700,3,3,7.4782,5.3222,0.005,0.04
RN50__layer3__fov,600_700,4,2,7.5033,5.3075,0.0,0.02
RN50__layer3__fov,700_800,0,3,7.5178,5.3308,0.01,0.045
RN50__layer3__fov,700_800,1,2,7.5053,5.3198,0.02,0.035
RN50__layer3__fov,700_800,2,3,7.5053,5.3088,0.0,0.035
